ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-22 19:30,0.97,2.77,0.55,1.71
2022-06-22 19:40,0.95,2.77,0.56,1.72
2022-06-22 19:50,0.95,2.77,0.56,1.72
2022-06-22 20:00,0.93,2.77,0.56,1.72
2022-06-22 20:10,0.93,2.77,0.55,1.72
2022-06-22 20:20,0.93,2.77,0.55,1.71
2022-06-22 20:30,0.93,2.77,0.55,1.73
2022-06-22 20:40,0.93,2.77,0.55,1.74
2022-06-22 20:50,0.94,2.77,0.54,1.73
2022-06-22 21:00,0.95,2.77,0.54,1.71
2022-06-22 21:10,0.95,2.77,0.54,1.7
2022-06-22 21:20,0.95,2.76,0.55,1.7
2022-06-22 21:30,0.95,2.76,0.55,1.7
2022-06-22 21:40,0.95,2.76,0.55,1.7
2022-06-22 21:50,0.95,2.76,0.55,1.7
2022-06-22 22:00,0.96,2.76,0.54,1.71
2022-06-22 22:10,0.96,2.76,0.54,1.71
2022-06-22 22:20,0.95,2.76,0.53,1.71
2022-06-22 22:30,0.94,2.76,0.53,1.71
2022-06-22 22:40,0.94,2.76,0.53,1.71
2022-06-22 22:50,0.92,2.76,0.53,1.71
2022-06-22 23:00,0.93,2.76,0.53,1.71
2022-06-22 23:10,0.92,2.75,0.53,1.71
2022-06-22 23:20,0.92,2.75,0.53,1.71
2022-06-22 23:30,0.93,2.75,0.53,1.71
2022-06-22 23:40,0.93,2.75,0.53,1.71
2022-06-22 23:50,0.94,2.75,0.53,1.71
2022-06-23 00:00,0.94,2.75,0.53,1.71
2022-06-23 00:10,0.94,2.75,0.53,1.7
2022-06-23 00:20,0.94,2.75,0.53,1.7
2022-06-23 00:30,0.93,2.75,0.53,1.7
2022-06-23 00:40,0.93,2.75,0.53,1.7
2022-06-23 00:50,0.93,2.75,0.53,1.7
2022-06-23 01:00,0.93,2.75,0.53,1.7
2022-06-23 01:10,0.92,2.74,0.52,1.71
2022-06-23 01:20,0.92,2.74,0.52,1.71
2022-06-23 01:30,0.93,2.74,0.52,1.71
2022-06-23 01:40,0.93,2.74,0.52,1.71
2022-06-23 01:50,0.93,2.74,0.52,1.7
2022-06-23 02:00,0.93,2.74,0.52,1.7
2022-06-23 02:10,0.94,2.74,0.52,1.71
2022-06-23 02:20,0.94,2.74,0.52,1.7
2022-06-23 02:30,0.94,2.74,0.52,1.7
2022-06-23 02:40,0.94,2.74,0.52,1.7
2022-06-23 02:50,0.94,2.74,0.53,1.7
2022-06-23 03:00,0.94,2.74,0.53,1.71
2022-06-23 03:10,0.94,2.74,0.53,1.71
2022-06-23 03:20,0.94,2.74,0.53,1.71
2022-06-23 03:30,0.94,2.74,0.53,1.73
2022-06-23 03:40,0.95,2.73,0.54,1.75
2022-06-23 03:50,0.95,2.73,0.54,1.74
2022-06-23 04:00,0.95,2.73,0.56,1.72
2022-06-23 04:10,0.95,2.73,0.58,1.72
2022-06-23 04:20,0.96,2.73,0.58,1.72
2022-06-23 04:30,0.98,2.73,0.58,1.72
2022-06-23 04:40,1.01,2.73,0.57,1.72
2022-06-23 04:50,1.03,2.73,0.55,1.73
2022-06-23 05:00,1.02,2.73,0.55,1.73
2022-06-23 05:10,0.99,2.73,0.56,1.74
2022-06-23 05:20,0.99,2.73,0.56,1.74
2022-06-23 05:30,0.97,2.73,0.58,1.73
2022-06-23 05:40,0.97,2.73,0.58,1.73
2022-06-23 05:50,0.97,2.73,0.59,1.74
2022-06-23 06:00,0.97,2.73,0.58,1.75
2022-06-23 06:10,0.97,2.73,0.57,1.77
2022-06-23 06:20,0.98,2.73,0.58,1.78
2022-06-23 06:30,0.98,2.73,0.58,1.76
2022-06-23 06:40,0.99,2.73,0.58,1.75
2022-06-23 06:50,0.99,2.73,0.6,1.75
2022-06-23 07:00,1.0,2.77,0.6,1.74
2022-06-23 07:10,1.0,2.77,0.6,1.74
2022-06-23 07:20,1.01,2.77,0.6,1.75
2022-06-23 07:30,1.01,2.77,0.6,1.75
2022-06-23 07:40,1.02,2.77,0.59,1.76
2022-06-23 07:50,1.01,2.77,0.59,1.77
2022-06-23 08:00,1.01,2.77,0.6,1.77
2022-06-23 08:10,1.02,2.77,0.61,1.77
2022-06-23 08:20,1.02,2.77,0.61,1.77
2022-06-23 08:30,1.08,2.77,0.61,1.78
2022-06-23 08:40,1.14,2.83,0.62,1.78
2022-06-23 08:50,1.18,2.87,0.67,1.79
2022-06-23 09:00,1.2,2.87,0.69,1.79
2022-06-23 09:10,1.21,2.9,0.69,1.79
2022-06-23 09:20,1.23,2.9,0.73,1.78
2022-06-23 09:30,1.23,2.91,0.73,1.81
2022-06-23 09:40,1.23,2.91,0.73,1.81
2022-06-23 09:50,1.22,2.93,0.75,1.89
2022-06-23 10:00,1.18,2.93,0.75,1.91
2022-06-23 10:10,1.11,2.93,0.75,1.93
2022-06-23 10:20,1.1,2.91,0.76,1.94
2022-06-23 10:30,1.1,2.91,0.76,1.94
2022-06-23 10:40,1.03,2.89,0.73,1.96
2022-06-23 10:50,1.04,2.89,0.73,1.97
2022-06-23 11:00,1.05,2.87,0.72,1.96
2022-06-23 11:10,1.07,2.87,0.7,1.95
2022-06-23 11:20,1.07,2.87,0.7,1.95
2022-06-23 11:30,1.09,2.87,0.7,1.89
2022-06-23 11:40,1.1,2.88,0.7,1.87
2022-06-23 11:50,1.1,2.88,0.71,1.85
2022-06-23 12:00,1.11,2.88,0.71,1.82
2022-06-23 12:10,1.11,2.88,0.71,1.82
2022-06-23 12:20,1.11,2.88,0.69,1.81
2022-06-23 12:30,1.13,2.86,0.68,1.83
2022-06-23 12:40,1.1,2.86,0.67,1.83
2022-06-23 12:50,1.09,2.86,0.66,1.83
2022-06-23 13:00,1.07,2.86,0.68,1.84
2022-06-23 13:10,1.07,2.86,0.68,1.84
2022-06-23 13:20,1.07,2.84,0.68,1.84
2022-06-23 13:30,1.04,2.84,0.67,1.83
2022-06-23 13:40,1.04,2.84,0.67,1.85
2022-06-23 13:50,1.05,2.84,0.67,1.86
2022-06-23 14:00,1.07,2.84,0.67,1.85
2022-06-23 14:10,1.07,2.84,0.67,1.84
2022-06-23 14:20,1.05,2.84,0.67,1.83
2022-06-23 14:30,1.06,2.85,0.68,1.83
2022-06-23 14:40,1.06,2.85,0.68,1.83
2022-06-23 14:50,1.07,2.84,0.66,1.83
2022-06-23 15:00,1.07,2.84,0.66,1.83
2022-06-23 15:10,1.08,2.84,0.66,1.91
2022-06-23 15:20,1.1,2.84,0.67,1.93
2022-06-23 15:30,1.09,2.85,0.69,1.94
2022-06-23 15:40,1.1,2.87,0.73,1.94
2022-06-23 15:50,1.1,2.92,0.79,1.95
2022-06-23 16:00,1.13,2.97,0.81,1.96
2022-06-23 16:10,1.18,3.0,0.83,1.96
2022-06-23 16:20,1.26,3.01,0.84,1.94
2022-06-23 16:30,1.38,3.03,0.85,1.93
2022-06-23 16:40,1.43,3.07,0.86,1.9
2022-06-23 16:50,1.47,3.16,0.9,1.89
2022-06-23 17:00,1.48,3.17,0.95,1.9
2022-06-23 17:10,1.5,3.17,0.95,1.91
2022-06-23 17:20,1.5,3.17,0.95,1.91
2022-06-23 17:30,1.52,3.12,0.9,1.95
2022-06-23 17:40,1.5,3.13,0.92,2.02
2022-06-23 17:50,1.47,3.14,0.95,2.08
2022-06-23 18:00,1.46,3.14,0.97,2.11
2022-06-23 18:10,1.45,3.15,0.98,2.13
2022-06-23 18:20,1.47,3.16,1.0,2.14
2022-06-23 18:30,1.48,3.19,1.03,2.15
2022-06-23 18:40,1.49,3.22,1.06,2.17
2022-06-23 18:50,1.52,3.26,1.08,2.19
2022-06-23 19:00,1.56,3.28,1.09,2.2
2022-06-23 19:10,1.65,3.3,1.12,2.21
2022-06-23 19:20,1.65,3.3,1.12,2.21
2022-06-23 19:30,1.68,3.34,1.15,2.22
2022-06-23 19:40,1.75,3.43,1.22,2.27
2022-06-23 19:50,1.82,3.46,1.25,2.29
2022-06-23 20:00,1.85,3.48,1.28,2.31
2022-06-23 20:10,1.91,3.52,1.3,2.34
2022-06-23 20:20,1.91,3.52,1.3,2.34
2022-06-23 20:30,1.99,3.59,1.37,2.41
2022-06-23 20:40,1.95,3.55,1.34,2.37
2022-06-23 20:50,2.04,3.64,1.44,2.46
2022-06-23 21:00,2.05,3.67,1.46,2.49
2022-06-23 21:10,2.08,3.7,1.49,2.52
2022-06-23 21:20,2.1,3.72,1.51,2.55
2022-06-23 21:30,2.12,3.74,1.53,2.58
2022-06-23 21:40,2.12,3.75,1.55,2.6
2022-06-23 21:50,2.13,3.77,1.57,2.63
2022-06-23 22:00,2.18,3.79,1.59,2.64
2022-06-23 22:10,2.18,3.79,1.59,2.64
2022-06-23 22:20,2.21,3.84,1.63,2.67
2022-06-23 22:30,2.22,3.85,1.65,2.69
2022-06-23 22:40,2.24,3.87,1.66,2.7
2022-06-23 22:50,2.25,3.88,1.68,2.71
2022-06-23 23:00,2.26,3.9,1.69,2.73
2022-06-23 23:10,2.28,3.91,1.7,2.74
2022-06-23 23:20,2.28,3.91,1.7,2.74
2022-06-23 23:30,2.3,3.93,1.73,2.77
2022-06-23 23:40,2.29,3.94,1.74,2.78
2022-06-23 23:50,2.31,3.95,1.75,2.79
2022-06-24 00:00,2.31,3.96,1.75,2.8
2022-06-24 00:10,2.32,3.96,1.76,2.81
2022-06-24 00:20,2.32,3.96,1.76,2.81
2022-06-24 00:30,2.32,3.98,1.78,2.82
2022-06-24 00:40,2.32,3.98,1.78,2.82
2022-06-24 00:50,2.32,3.99,1.79,2.84
2022-06-24 01:00,2.29,3.99,1.79,2.84
2022-06-24 01:10,2.3,4.0,1.8,2.85
2022-06-24 01:20,2.29,3.99,1.8,2.85
2022-06-24 01:30,2.3,3.99,1.8,2.85
2022-06-24 01:40,2.32,3.99,1.8,2.86
2022-06-24 01:50,2.32,3.99,1.8,2.86
2022-06-24 02:00,2.34,4.0,1.8,2.86
2022-06-24 02:10,2.34,4.01,1.81,2.86
2022-06-24 02:20,2.34,4.01,1.81,2.86
2022-06-24 02:30,2.36,4.01,1.81,2.86
2022-06-24 02:40,2.36,4.02,1.82,2.86
2022-06-24 02:50,2.37,4.02,1.82,2.86
2022-06-24 03:00,2.36,4.02,1.82,2.87
2022-06-24 03:10,2.36,4.02,1.82,2.89
2022-06-24 03:20,2.36,4.01,1.82,2.91
2022-06-24 03:30,2.36,4.01,1.82,2.94
2022-06-24 03:40,2.35,4.01,1.82,2.96
2022-06-24 03:50,2.34,4.01,1.82,2.97
2022-06-24 04:00,2.34,4.01,1.82,2.97
2022-06-24 04:10,2.35,4.02,1.84,2.97
2022-06-24 04:20,2.34,4.03,1.85,2.97
2022-06-24 04:30,2.38,4.06,1.87,2.95
2022-06-24 04:40,2.4,4.07,1.87,2.94
2022-06-24 04:50,2.44,4.08,1.87,2.92
2022-06-24 05:00,2.51,4.08,1.87,2.91
2022-06-24 05:10,2.53,4.12,1.87,2.89
2022-06-24 05:20,2.56,4.13,1.91,2.89
2022-06-24 05:30,2.56,4.13,1.91,2.89
2022-06-24 05:40,2.57,4.14,1.91,2.88
2022-06-24 05:50,2.56,4.14,1.92,2.89
2022-06-24 06:00,2.56,4.13,1.92,2.91
2022-06-24 06:10,2.54,4.13,1.92,2.93
2022-06-24 06:20,2.54,4.12,1.92,2.94
2022-06-24 06:30,2.52,4.12,1.92,2.95
2022-06-24 06:40,2.52,4.12,1.92,2.94
2022-06-24 06:50,2.52,4.11,1.92,2.95
2022-06-24 07:00,2.51,4.12,1.92,2.94
2022-06-24 07:10,2.51,4.12,1.92,2.94
2022-06-24 07:20,2.5,4.11,1.91,2.94
2022-06-24 07:30,2.5,4.11,1.91,2.94
2022-06-24 07:40,2.5,4.11,1.91,2.94
2022-06-24 07:50,2.49,4.1,1.91,2.92
2022-06-24 08:00,2.49,4.1,1.9,2.86
2022-06-24 08:10,2.47,4.09,1.89,2.85
2022-06-24 08:20,2.47,4.09,1.89,2.85
2022-06-24 08:30,2.48,4.09,1.89,2.84
2022-06-24 08:40,2.47,4.08,1.86,2.84
2022-06-24 08:50,2.46,4.03,1.82,2.82
2022-06-24 09:00,2.44,4.02,1.82,2.82
2022-06-24 09:10,2.42,4.01,1.81,2.81
2022-06-24 09:20,2.4,4.0,1.8,2.8
2022-06-24 09:30,2.38,3.98,1.79,2.79
2022-06-24 09:40,2.38,3.97,1.77,2.78
2022-06-24 09:50,2.36,3.96,1.76,2.77
2022-06-24 10:00,2.35,3.95,1.75,2.76
2022-06-24 10:10,2.34,3.94,1.74,2.76
2022-06-24 10:20,2.34,3.94,1.74,2.76
2022-06-24 10:30,2.33,3.92,1.72,2.73
2022-06-24 10:40,2.33,3.92,1.72,2.73
2022-06-24 10:50,2.3,3.9,1.7,2.71
2022-06-24 11:00,2.3,3.9,1.7,2.71
2022-06-24 11:10,2.28,3.89,1.69,2.69
2022-06-24 11:20,2.28,3.88,1.68,2.68
2022-06-24 11:30,2.27,3.87,1.67,2.68
2022-06-24 11:40,2.27,3.87,1.67,2.68
2022-06-24 11:50,2.25,3.85,1.66,2.67
2022-06-24 12:00,2.25,3.85,1.64,2.66
2022-06-24 12:10,2.25,3.85,1.64,2.66
2022-06-24 12:20,2.23,3.84,1.63,2.62
2022-06-24 12:30,2.22,3.83,1.63,2.61
2022-06-24 12:40,2.22,3.83,1.63,2.61
2022-06-24 12:50,2.21,3.81,1.6,2.6
2022-06-24 13:00,2.2,3.79,1.59,2.59
2022-06-24 13:10,2.19,3.79,1.58,2.58
2022-06-24 13:20,2.19,3.78,1.57,2.58
2022-06-24 13:30,2.17,3.77,1.56,2.57
2022-06-24 13:40,2.16,3.75,1.56,2.56
2022-06-24 13:50,2.16,3.75,1.54,2.56
2022-06-24 14:00,2.15,3.74,1.54,2.55
2022-06-24 14:10,2.15,3.74,1.54,2.55
2022-06-24 14:20,2.13,3.73,1.53,2.54
2022-06-24 14:30,2.13,3.73,1.52,2.54
2022-06-24 14:40,2.13,3.72,1.52,2.53
2022-06-24 14:50,2.13,3.72,1.52,2.53
2022-06-24 15:00,2.12,3.71,1.5,2.52
2022-06-24 15:10,2.12,3.71,1.5,2.52
2022-06-24 15:20,2.11,3.7,1.5,2.52
2022-06-24 15:30,2.1,3.69,1.48,2.53
2022-06-24 15:40,2.11,3.68,1.48,2.53
2022-06-24 15:50,2.08,3.67,1.48,2.55
2022-06-24 16:00,2.08,3.68,1.48,2.56
2022-06-24 16:10,2.08,3.68,1.48,2.56
2022-06-24 16:20,2.08,3.68,1.49,2.58
2022-06-24 16:30,2.08,3.68,1.49,2.58
2022-06-24 16:40,2.07,3.7,1.51,2.57
2022-06-24 16:50,2.05,3.71,1.52,2.57
2022-06-24 17:00,2.02,3.72,1.52,2.57
2022-06-24 17:10,2.02,3.7,1.52,2.56
2022-06-24 17:20,2.02,3.7,1.52,2.56
2022-06-24 17:30,1.96,3.68,1.48,2.54
2022-06-24 17:40,1.95,3.65,1.4,2.54
2022-06-24 17:50,1.94,3.62,1.44,2.52
2022-06-24 18:00,1.93,3.61,1.43,2.51
2022-06-24 18:10,1.91,3.59,1.41,2.49
2022-06-24 18:20,1.91,3.59,1.4,2.47
2022-06-24 18:30,1.88,3.57,1.37,2.45
2022-06-24 18:40,1.87,3.55,1.36,2.43
2022-06-24 18:50,1.86,3.54,1.35,2.41
2022-06-24 19:00,1.85,3.53,1.34,2.39
2022-06-24 19:10,1.83,3.53,1.32,2.38
2022-06-24 19:20,1.83,3.5,1.3,2.37
2022-06-24 19:30,1.83,3.5,1.3,2.37
2022-06-24 19:40,1.8,3.47,1.28,2.35
2022-06-24 19:50,1.81,3.49,1.27,2.36
2022-06-24 20:00,1.78,3.45,1.26,2.33
2022-06-24 20:10,1.76,3.44,1.25,2.32
2022-06-24 20:20,1.76,3.43,1.24,2.31
2022-06-24 20:30,1.75,3.41,1.23,2.3
2022-06-24 20:40,1.73,3.41,1.22,2.29
2022-06-24 20:50,1.73,3.4,1.21,2.28
2022-06-24 21:00,1.72,3.39,1.21,2.27
2022-06-24 21:10,1.72,3.39,1.21,2.27
2022-06-24 21:20,1.7,3.37,1.18,2.32
2022-06-24 21:30,1.69,3.37,1.18,2.33
2022-06-24 21:40,1.68,3.36,1.17,2.32
2022-06-24 21:50,1.68,3.35,1.17,2.32
2022-06-24 22:00,1.68,3.36,1.21,2.32
2022-06-24 22:10,1.68,3.36,1.21,2.32
2022-06-24 22:20,1.69,3.4,1.22,2.31
2022-06-24 22:30,1.67,3.4,1.22,2.31
2022-06-24 22:40,1.72,3.4,1.21,2.32
2022-06-24 22:50,1.73,3.4,1.21,2.32
2022-06-24 23:00,1.73,3.4,1.22,2.33
2022-06-24 23:10,1.73,3.41,1.22,2.34
2022-06-24 23:20,1.73,3.41,1.22,2.34
2022-06-24 23:30,1.73,3.41,1.22,2.34
2022-06-24 23:40,1.71,3.41,1.23,2.34
2022-06-24 23:50,1.7,3.41,1.23,2.35
2022-06-25 00:00,1.7,3.41,1.23,2.35
2022-06-25 00:10,1.71,3.41,1.23,2.35
2022-06-25 00:20,1.71,3.41,1.23,2.35
2022-06-25 00:30,1.7,3.41,1.23,2.35
2022-06-25 00:40,1.7,3.41,1.23,2.35
2022-06-25 00:50,1.71,3.41,1.23,2.35
2022-06-25 01:00,1.71,3.41,1.23,2.35
2022-06-25 01:10,1.71,3.41,1.23,2.34
2022-06-25 01:20,1.71,3.41,1.23,2.34
2022-06-25 01:30,1.71,3.41,1.23,2.35
2022-06-25 01:40,1.71,3.41,1.23,2.35
2022-06-25 01:50,1.71,3.41,1.23,2.35
2022-06-25 02:00,1.7,3.41,1.23,2.34
2022-06-25 02:10,1.7,3.41,1.23,2.33
2022-06-25 02:20,1.7,3.41,1.23,2.33
2022-06-25 02:30,1.7,3.41,1.23,2.33
2022-06-25 02:40,1.69,3.4,1.23,2.33
2022-06-25 02:50,1.7,3.4,1.22,2.33
2022-06-25 03:00,1.69,3.4,1.22,2.33
2022-06-25 03:10,1.69,3.4,1.22,2.33
2022-06-25 03:20,1.69,3.4,1.22,2.33
2022-06-25 03:30,1.68,3.4,1.22,2.34
2022-06-25 03:40,1.69,3.4,1.22,2.34
2022-06-25 03:50,1.69,3.4,1.22,2.34
2022-06-25 04:00,1.69,3.4,1.22,2.34
2022-06-25 04:10,1.68,3.4,1.22,2.34
2022-06-25 04:20,1.68,3.39,1.22,2.34
2022-06-25 04:30,1.68,3.39,1.21,2.37
2022-06-25 04:40,1.68,3.39,1.21,2.41
2022-06-25 04:50,1.68,3.39,1.21,2.45
2022-06-25 05:00,1.68,3.39,1.21,2.45
2022-06-25 05:10,1.67,3.39,1.23,2.49
2022-06-25 05:20,1.67,3.42,1.27,2.5
2022-06-25 05:30,1.67,3.42,1.27,2.5
2022-06-25 05:40,1.71,3.5,1.34,2.47
2022-06-25 05:50,1.71,3.5,1.34,2.47
2022-06-25 06:00,1.81,3.55,1.36,2.42
2022-06-25 06:10,1.86,3.56,1.36,2.4
2022-06-25 06:20,1.89,3.57,1.36,2.4
2022-06-25 06:30,1.91,3.57,1.36,2.4
2022-06-25 06:40,1.91,3.57,1.36,2.4
2022-06-25 06:50,1.89,3.56,1.35,2.39
2022-06-25 07:00,1.84,3.54,1.34,2.41
2022-06-25 07:10,1.8,3.51,1.33,2.43
2022-06-25 07:20,1.78,3.5,1.32,2.44
2022-06-25 07:30,1.78,3.5,1.32,2.44
2022-06-25 07:40,1.76,3.48,1.31,2.44
2022-06-25 07:50,1.76,3.48,1.31,2.44
2022-06-25 08:00,1.66,3.45,1.28,2.43
2022-06-25 08:10,1.63,3.4,1.23,2.41
2022-06-25 08:20,1.62,3.4,1.22,2.39
2022-06-25 08:30,1.62,3.39,1.21,2.38
2022-06-25 08:40,1.62,3.39,1.21,2.38
2022-06-25 08:50,1.61,3.38,1.2,2.36
2022-06-25 09:00,1.6,3.36,1.18,2.25
2022-06-25 09:10,1.57,3.34,1.17,2.23
2022-06-25 09:20,1.57,3.33,1.14,2.22
2022-06-25 09:30,1.55,3.3,1.09,2.2
2022-06-25 09:40,1.53,3.26,1.07,2.19
2022-06-25 09:50,1.51,3.24,1.05,2.19
2022-06-25 10:00,1.51,3.24,1.05,2.19
2022-06-25 10:10,1.43,3.21,1.03,2.15
2022-06-25 10:20,1.48,3.22,1.04,2.17
2022-06-25 10:30,1.48,3.22,1.04,2.17
2022-06-25 10:40,1.39,3.16,1.0,2.13
2022-06-25 10:50,1.37,3.14,0.95,2.12
2022-06-25 11:00,1.36,3.12,0.94,2.11
2022-06-25 11:10,1.34,3.11,0.93,2.09
2022-06-25 11:20,1.33,3.1,0.92,2.07
2022-06-25 11:30,1.33,3.09,0.9,2.05
2022-06-25 11:40,1.31,3.08,0.89,2.03
2022-06-25 11:50,1.29,3.06,0.87,2.02
2022-06-25 12:00,1.29,3.05,0.87,2.0
2022-06-25 12:10,1.28,3.04,0.85,1.98
2022-06-25 12:20,1.26,3.03,0.84,1.97
2022-06-25 12:30,1.26,3.02,0.83,1.97
2022-06-25 12:40,1.24,3.01,0.82,2.0
2022-06-25 12:50,1.24,3.01,0.82,2.0
2022-06-25 13:00,1.22,2.99,0.81,1.99
2022-06-25 13:10,1.22,2.98,0.8,1.98
2022-06-25 13:20,1.21,2.97,0.83,1.98
2022-06-25 13:30,1.2,3.0,0.83,1.97
2022-06-25 13:40,1.2,3.0,0.83,1.97
2022-06-25 13:50,1.21,3.0,0.82,1.96
2022-06-25 14:00,1.23,3.0,0.82,1.96
2022-06-25 14:10,1.24,2.99,0.81,1.95
2022-06-25 14:20,1.24,2.99,0.81,1.95
2022-06-25 14:30,1.25,3.0,0.8,1.95
2022-06-25 14:40,1.25,3.0,0.8,1.95
2022-06-25 14:50,1.24,3.0,0.82,1.94
2022-06-25 15:00,1.23,3.0,0.82,1.93
2022-06-25 15:10,1.23,2.99,0.81,1.94
2022-06-25 15:20,1.23,2.99,0.81,1.95
2022-06-25 15:30,1.23,2.99,0.8,1.96
2022-06-25 15:40,1.22,2.99,0.8,1.95
2022-06-25 15:50,1.22,2.99,0.8,1.95
2022-06-25 16:00,1.22,2.98,0.8,1.95
2022-06-25 16:10,1.21,2.98,0.8,1.94
2022-06-25 16:20,1.21,2.98,0.81,1.94
2022-06-25 16:30,1.21,2.98,0.8,1.94
2022-06-25 16:40,1.22,2.98,0.8,1.94
2022-06-25 16:50,1.23,2.98,0.79,1.94
2022-06-25 17:00,1.23,2.98,0.79,1.96
2022-06-25 17:10,1.23,2.98,0.79,1.98
2022-06-25 17:20,1.23,2.98,0.79,1.98
2022-06-25 17:30,1.23,2.98,0.8,2.01
2022-06-25 17:40,1.23,2.98,0.82,2.01
2022-06-25 17:50,1.23,2.98,0.82,2.01
2022-06-25 18:00,1.22,3.03,0.87,1.97
2022-06-25 18:10,1.25,3.05,0.88,1.95
2022-06-25 18:20,1.31,3.06,0.88,1.94
2022-06-25 18:30,1.36,3.06,0.86,1.95
2022-06-25 18:40,1.36,3.06,0.86,1.95
2022-06-25 18:50,1.4,3.06,0.86,1.96
2022-06-25 19:00,1.38,3.06,0.87,1.96
2022-06-25 19:10,1.38,3.06,0.87,1.96
2022-06-25 19:20,1.35,3.06,0.88,1.97
2022-06-25 19:30,1.3,3.06,0.88,1.98
2022-06-25 19:40,1.29,3.05,0.88,2.01
2022-06-25 19:50,1.26,3.04,0.87,2.03
2022-06-25 20:00,1.24,3.04,0.86,2.04
2022-06-25 20:10,1.24,3.04,0.86,2.04
2022-06-25 20:20,1.25,3.01,0.84,2.04
2022-06-25 20:30,1.24,3.01,0.85,2.03
2022-06-25 20:40,1.24,3.02,0.85,2.02
2022-06-25 20:50,1.25,3.02,0.85,2.01
2022-06-25 21:00,1.26,3.02,0.85,1.99
2022-06-25 21:10,1.27,3.02,0.85,1.98
2022-06-25 21:20,1.27,3.02,0.85,1.97
2022-06-25 21:30,1.28,3.02,0.84,1.97
2022-06-25 21:40,1.27,3.02,0.84,1.97
2022-06-25 21:50,1.27,3.02,0.83,1.97
2022-06-25 22:00,1.26,3.01,0.83,1.97
2022-06-25 22:10,1.25,3.01,0.83,1.96
2022-06-25 22:20,1.24,3.01,0.83,1.97
2022-06-25 22:30,1.23,3.0,0.83,1.98
2022-06-25 22:40,1.23,3.0,0.83,1.98
2022-06-25 22:50,1.23,3.0,0.82,1.98
2022-06-25 23:00,1.23,2.99,0.82,1.98
2022-06-25 23:10,1.23,2.99,0.81,1.97
2022-06-25 23:20,1.21,2.99,0.81,1.96
2022-06-25 23:30,1.21,2.99,0.81,1.96
2022-06-25 23:40,1.22,2.98,0.81,1.95
2022-06-25 23:50,1.22,2.98,0.81,1.95
2022-06-26 00:00,1.21,2.97,0.8,1.95
2022-06-26 00:10,1.21,2.97,0.8,1.94
2022-06-26 00:20,1.21,2.97,0.8,1.94
2022-06-26 00:30,1.2,2.97,0.79,1.94
2022-06-26 00:40,1.2,2.96,0.79,1.93
2022-06-26 00:50,1.2,2.96,0.79,1.93
2022-06-26 01:00,1.19,2.96,0.79,1.93
2022-06-26 01:10,1.18,2.96,0.78,1.93
2022-06-26 01:20,1.19,2.96,0.78,1.92
2022-06-26 01:30,1.18,2.95,0.77,1.92
2022-06-26 01:40,1.18,2.95,0.77,1.92
2022-06-26 01:50,1.18,2.94,0.77,1.92
2022-06-26 02:00,1.17,2.94,0.76,1.91
2022-06-26 02:10,1.17,2.94,0.76,1.91
2022-06-26 02:20,1.17,2.94,0.76,1.91
2022-06-26 02:30,1.16,2.93,0.76,1.9
2022-06-26 02:40,1.16,2.93,0.76,1.9
2022-06-26 02:50,1.16,2.93,0.75,1.9
2022-06-26 03:00,1.15,2.92,0.75,1.9
2022-06-26 03:10,1.15,2.92,0.74,1.9
2022-06-26 03:20,1.15,2.92,0.74,1.9
2022-06-26 03:30,1.15,2.92,0.74,1.89
2022-06-26 03:40,1.15,2.92,0.74,1.89
2022-06-26 03:50,1.15,2.92,0.74,1.89
2022-06-26 04:00,1.14,2.91,0.74,1.89
2022-06-26 04:10,1.14,2.91,0.74,1.89
2022-06-26 04:20,1.14,2.91,0.73,1.89
2022-06-26 04:30,1.14,2.91,0.73,1.89
2022-06-26 04:40,1.13,2.91,0.73,1.88
2022-06-26 04:50,1.13,2.91,0.72,1.88
2022-06-26 05:00,1.12,2.9,0.72,1.95
2022-06-26 05:10,1.12,2.9,0.72,1.95
2022-06-26 05:20,1.12,2.9,0.72,2.08
2022-06-26 05:30,1.12,2.9,0.72,2.11
2022-06-26 05:40,1.12,2.9,0.81,2.13
2022-06-26 05:50,1.12,2.9,0.81,2.13
2022-06-26 06:00,1.13,3.05,0.92,2.16
2022-06-26 06:10,1.24,3.09,0.95,2.17
2022-06-26 06:20,1.34,3.11,0.98,2.18
2022-06-26 06:30,1.46,3.13,1.0,2.19
2022-06-26 06:40,1.46,3.13,1.0,2.19
2022-06-26 06:50,1.56,3.3,1.09,2.18
2022-06-26 07:00,1.61,3.35,1.14,2.16
2022-06-26 07:10,1.64,3.36,1.18,2.11
2022-06-26 07:20,1.64,3.36,1.18,2.11
2022-06-26 07:30,1.64,3.39,1.18,2.07
2022-06-26 07:40,1.65,3.38,1.17,2.09
2022-06-26 07:50,1.63,3.35,1.13,2.14
2022-06-26 08:00,1.61,3.3,1.09,2.17
2022-06-26 08:10,1.56,3.25,1.06,2.2
2022-06-26 08:20,1.56,3.25,1.06,2.2
2022-06-26 08:30,1.44,3.2,1.04,2.22
2022-06-26 08:40,1.39,3.2,1.03,2.22
2022-06-26 08:50,1.36,3.18,1.03,2.2
2022-06-26 09:00,1.36,3.17,1.01,2.17
2022-06-26 09:10,1.36,3.17,1.01,2.17
2022-06-26 09:20,1.36,3.16,0.99,2.13
2022-06-26 09:30,1.36,3.16,0.99,2.13
